rec_tourist_spots_geometry,rec_tourist_spots_tag,rec_tourist_spots_address,rec_tourist_spots_street,rec_tourist_spots_city
POINT (-6.3380349 53.3430251),pub,The Laurence Lounge,,
POINT (-6.2643832 53.3442702),cafe,KC Peaches,Dame Street,Dublin
POINT (-6.2646337 53.3442778),cafe,Frank and Honest Coffee,Dame Street,Dublin
POINT (-6.3571492 53.3423356),pub,Downey's,,
POINT (-6.265388 53.3369336),restaurant,Zakura,Wexford Street,Dublin
POINT (-6.264499 53.345424),cafe,Brick Alley,Essex Street East,Dublin
POINT (-6.2699672 53.342923),cafe,Rosie's Cafe,Werburgh Street,Dublin
POINT (-6.2841131 53.3410267),cafe,GEC Café,,
POINT (-6.615352 53.1338682),restaurant,The Ballymore Inn,,
POINT (-6.2673557 53.3447297),restaurant,Corfu,,
POINT (-6.278132 53.3430472),cafe,Luncheonette,,
POINT (-6.2868796 53.3381318),cafe,Gialli café,,
POINT (-6.6148928 53.1324055),pub,Paddy Murphy's,,Ballymore Eustace
POINT (-6.3498117 53.3079914),cafe,C Cafe,Ballymount Road Upper,
POINT (-6.2646731 53.3435344),restaurant,Pitt Bros,George's Street Great South,Dublin
POINT (-6.2653429 53.3232026),restaurant,Kafka,Rathmines Road Lower,
POINT (-6.2653188 53.3233484),cafe,Starbucks,Rathmines Road Lower,Dublin
POINT (-6.2653631 53.3227441),cafe,Isabella's,Rathmines Road Lower,
POINT (-6.2656605 53.3216159),cafe,Insomnia,Rathmines Road Lower,Dublin
POINT (-6.2664469 53.3221368),restaurant,Shakshuka,Wynnefield Road,Dublin
POINT (-6.2764642 53.3431416),cafe,Belly Bites,Thomas Street,
POINT (-6.2621368 53.3479611),cafe,Vice Coffee,Middle Abbey Street,
POINT (-6.5319071 53.1715087),pub,West Wicklow House,Main Street,
POINT (-6.2603559 53.3434544),restaurant,Zizzi,Suffolk Street,Dublin
POINT (-6.2600742 53.3433472),restaurant,The Counter,Suffolk Street,Dublin
POINT (-6.2601681 53.3433808),restaurant,Tolteca,Suffolk Street,Dublin
POINT (-6.2599267 53.3432975),restaurant,Pacino's,Suffolk Street,Dublin
POINT (-6.2626962 53.345219),restaurant,The Old Storehouse,,
POINT (-6.2607432 53.3438425),pub,O’Neill’s,Suffolk Street,Dublin
POINT (-6.2612418 53.3430875),cafe,Le Petit Parisien,Wicklow Street,Dublin
POINT (-6.2614859 53.3431027),restaurant,Cornucopia,Wicklow Street,Dublin
POINT (-6.2753974 53.3448518),cafe,Courts Coffee Shop,,
POINT (-6.27947 53.3217541),restaurant,The Joshua Tree,,
POINT (-6.2664357 53.3218142),pub,Grace’s,Rathgar Road,Dublin
POINT (-6.2672808 53.3216177),cafe,Ernesto's Coffee & Artisan Foods,Rathgar Road,Dublin
POINT (-6.2657787 53.3224953),restaurant,Sushida,Rathmines Road Lower,Dublin
POINT (-6.2657464 53.3226826),restaurant,Ramen Co,Rathmines Road Lower,
POINT (-6.2653072 53.3254769),restaurant,Hit the Spot,Rathmines Road Lower,
POINT (-6.2651202 53.3264384),restaurant,Grace's Famous Fried Chicken,Rathmines Road Lower,
POINT (-6.3213608 53.3416481),pub,Cleary's,,
POINT (-6.2788729 53.3472345),cafe,Block T,,
POINT (-6.2641396 53.3430838),bar,The Library Bar,Exchequer Street,
POINT (-6.276948 53.3482928),restaurant,Jo'burger,,
POINT (-6.2752287 53.3481008),cafe,The Dock,May Lane,Dublin
POINT (-6.2648806 53.3255163),cafe,Baked,Rathmines Road Lower,
POINT (-6.264899 53.3254396),restaurant,Madhuban,Rathmines Road Lower,Dublin
POINT (-6.2650316 53.3359048),bar,Camden Bites & Brews,Camden Street Lower,Dublin
POINT (-6.2656673 53.336808),restaurant,Roma II,Wexford Street,Dublin
POINT (-6.2649894 53.322881),restaurant,Kylemore,"The Gallery, Swan Centre",Dublin
POINT (-6.2622185 53.3441102),cafe,Keogh's Cafe,College Green,Dublin
POINT (-6.2649543 53.3247995),restaurant,Farmer Browns at The Village,Rathmines Road Lower,Rathmines
POINT (-6.2651617 53.3224374),restaurant,Tippenyaki,Castlewood Avenue,Dublin
POINT (-6.2649622 53.3235866),cafe,White Pepper Cafe,Rathmines Road Lower,Dublin
POINT (-6.2789381 53.3199479),cafe,Five Points,Harold's Cross Road,
POINT (-6.262327 53.3438429),restaurant,Pichet,Trinity Street,Dublin
POINT (-6.2588959 53.3461424),cafe,Starbucks,Westmoreland Street,Dublin
POINT (-6.2914429 53.3190163),restaurant,Honkuku,Kimmage Road Lower,Dublin
POINT (-6.2917621 53.3194498),restaurant,Rea's Bistro,,
POINT (-6.2917743 53.3203639),cafe,Matt the Rashers,Sundrive Road,
POINT (-6.2931879 53.3209301),cafe,Pickles,,
POINT (-6.2932826 53.3209653),restaurant,Shirley House,Sundrive Road,
POINT (-6.304405 53.3273902),cafe,Pip's Cafe & Deli,Old County Road,Dublin
POINT (-6.309296 53.3274125),cafe,Fontana Cafe,Crumlin Road,Dublin
POINT (-6.2642264 53.3308106),restaurant,Viva,Richmond Street South,Dublin
POINT (-6.2646565 53.3310884),restaurant,Richmond,,
POINT (-6.2650563 53.3328693),cafe,Chopped,Camden Street Upper,
POINT (-6.2650662 53.3329213),restaurant,Damascus Gate,Camden Street Upper,
POINT (-6.2650662 53.3342861),cafe,Delahunt,Camden Street Lower,
POINT (-6.2650444 53.3344042),restaurant,Camden Rotisserie,Camden Street Lower,Dublin
POINT (-6.2649772 53.3350181),restaurant,Passion 4 Food,Camden Street Lower,
POINT (-6.3161146 53.3200915),pub,The Horse Shoe,Saint Agnes Road,
POINT (-6.2654149 53.3353064),restaurant,Mama Yo,Camden Street Lower,Dublin
POINT (-6.2654186 53.3352601),restaurant,Dumpling Shop,Camden Street Lower,
POINT (-6.2654219 53.3352192),cafe,Dime Coffee co.,Camden Street Lower,
POINT (-6.2654097 53.3353711),cafe,Jerusalem,Camden Street Lower,
POINT (-6.2659212 53.3385975),restaurant,Afghan Grill,Aungier Street,
POINT (-6.2658796 53.3387558),cafe,D2 Bubble Tea,Aungier Street,Dublin
POINT (-6.2656157 53.3397998),cafe,Morrocco Gaze 2,Aungier Street,
POINT (-6.2655916 53.3398927),cafe,Smokey Brew,Aungier Street,
POINT (-6.2654196 53.3409285),restaurant,Lucky Tortoise Dumpling Company,Aungier Street,
POINT (-6.2643631 53.3422564),bar,Chelsea Drugstore,South Great George's Street,Dublin
POINT (-6.2646759 53.3434063),restaurant,Havana,George's Street Great South,Dublin
POINT (-6.2650767 53.3359626),bar,Huck’s,Camden Street Lower,Dublin
POINT (-6.2653736 53.3226629),cafe,Bark Coffee,Rathmines Road Lower,Dublin
POINT (-6.2788256 53.3488762),restaurant,My Meat Wagon,,
POINT (-6.278506 53.3237548),pub,Peggy Kelly's,Harold's Cross Road,Dublin
POINT (-6.2750881 53.3306285),cafe,Jolin's Café,Clanbrassil Street Upper,Dublin
POINT (-6.3335434 53.3169679),cafe,,,
POINT (-6.2753664 53.3318042),restaurant,Clanbrassil House,Clanbrassil Street Upper,Dublin
POINT (-6.2753557 53.3318465),cafe,Clanbrassil House,Clanbrassil Street Upper,Dublin
POINT (-6.2743358 53.311388),arts_centre,Art Classes,Orwell Road,Dublin
POINT (-6.2732037 53.3135304),restaurant,Mehek,Rathgar Road,Dublin
POINT (-6.2732767 53.3137439),restaurant,Lumanti of Nepal,Rathgar Road,Dublin
POINT (-6.2654634 53.3211247),pub,Rody Boland's,Rathmines Road Upper,Dublin
POINT (-6.265242 53.3207553),restaurant,Mother Reilly's Bar & Restaurant,Rathmines Road Upper,Dublin
POINT (-6.2651459 53.3207806),pub,Mother Reilly's Bar & Restaurant,Rathmines Road Upper,Dublin
POINT (-6.265154 53.3198079),theatre,Rathmines & Rathgar Musical Society,Rathmines Road Upper,Dublin
POINT (-6.2653716 53.3158583),cafe,+161 café/bistro,Rathmines Road Upper,Dublin
POINT (-6.2624872 53.3337524),restaurant,Cocu Kitchen,Harcourt Street,Dublin
POINT (-6.2619715 53.3470381),cafe,Terra Madre cafe,Bachelors Walk,Dublin
POINT (-6.2600455 53.3475313),cafe,Póg,Bachelor's Way,Dublin
POINT (-6.2658944 53.3342331),restaurant,Camden Kitchen,Camden Market,Dublin
POINT (-6.2639699 53.3420321),restaurant,Duck - Hong Kong BBQ,Fade Street,Dublin
POINT (-6.2638998 53.3420173),cafe,Café Rothar,Fade Street,Dublin
POINT (-6.2905732 53.3430228),cafe,Ucafe,James Street,Dublin
POINT (-6.2802709 53.3428676),restaurant,Proof Pizza,Thomas Street,Dublin
POINT (-6.2699499 53.3434669),restaurant,FX Buckley Steakhouse,Christchurch Place,Dublin
POINT (-6.2620738 53.3441232),cafe,Il Fornaio,College Green,Dublin
POINT (-6.2829849 53.3114556),restaurant,Bellagio,Terenure Road North,Dublin
POINT (-6.2830184 53.3113995),restaurant,Vermillion,Terenure Road North,Dublin
POINT (-6.2833604 53.3096758),restaurant,JD's Steakhouse,Rathfarnham Road,Dublin
POINT (-6.2831764 53.3100607),restaurant,Vaughan's Eatery,Terenure Road North,
POINT (-6.282779 53.3101411),restaurant,Sawadee,Terenure Road East,
POINT (-6.2827068 53.3101582),restaurant,Base Wood Fired Pizza,Terenure Road East,
POINT (-6.2830726 53.3098652),restaurant,Anar,Terenure Road East,Dublin
POINT (-6.2831586 53.3098416),restaurant,Mario's,Terenure Road East,Dublin
POINT (-6.2823482 53.3102485),cafe,The Coffee Inn,Terenure Road East,
POINT (-6.2669567 53.3462393),cafe,Tea Garden,Ormond Quay Lower,Dublin
POINT (-6.2828433 53.3109699),restaurant,Damascus Gate,Terenure Road North,
POINT (-6.2830252 53.3105799),restaurant,Tani,Terenure Road North,Dublin
POINT (-6.283038 53.3105043),restaurant,Spice Village,Terenure Road North,Dublin
POINT (-6.2847855 53.3092835),restaurant,Meghna Tandoori,Terenure Place,Dublin
POINT (-6.2797343 53.3144285),cafe,Coffee Dock,Brighton Road,Dublin
POINT (-6.2624935 53.3481877),cafe,Itsabagel,,
POINT (-6.2748814 53.3321335),restaurant,Bastible,South Circular Road,Dublin
POINT (-6.2944638 53.3424332),pub,Kenny’s,James's Street,Dublin
POINT (-6.2761682 53.3429374),restaurant,Variety Jones,Thomas Street,Dublin
POINT (-6.2675693 53.3441797),restaurant,Toscana,Cork Hill,Dublin
POINT (-6.2665157 53.3442944),restaurant,Mykonos Taverna,Dame Street,Dublin
POINT (-6.3778838 53.2907523),cafe,Oasis Cafe,,
POINT (-6.3781574 53.2908101),cafe,Volunteer Cafe,,
POINT (-6.3806466 53.291825),restaurant,Phoenix,,
POINT (-6.2655032 53.3442744),restaurant,Dalang Korean Restaurant,Dame Street,Dublin
POINT (-6.2594801 53.3457189),restaurant,Hellfire,Westmoreland Street,Dublin
POINT (-6.2621214 53.3326536),cafe,The Art of Coffee,Harcourt Road,Dublin
POINT (-6.2655273 53.3327634),cafe,Brother Hubbard South,Harrington Street,
POINT (-6.5010254 53.2997394),pub,Annie May’s,Main Street,Newcastle
POINT (-6.2709919 53.3444108),theatre,The Amphitheatre,Wood Quay,
POINT (-6.2660518 53.3379612),cafe,Costa,Redmonds Hill,Dublin
POINT (-6.3705596 53.3268496),restaurant,,,
POINT (-6.3710747 53.3313257),restaurant,Bula café,,
POINT (-6.2651355 53.344565),restaurant,IFI Café Bar,,
POINT (-6.2657887 53.3445718),bar,The Wild Duck,Sycamore Street,Dublin
POINT (-6.2697764 53.3441347),bar,Oscars Christchurch,Fishamble Street,Dublin
POINT (-6.2624077 53.3431085),restaurant,The Green Hen,Exchequer Street,Dublin
POINT (-6.2823461 53.3469733),cafe,Insomnia,Blackhall Place,Dublin
POINT (-6.2707796 53.3457953),pub,Fibbers Rock Bar,Ormond Quay Upper,Dublin
POINT (-6.2732272 53.3393034),cafe,Effies,Dean Street,Dublin
POINT (-6.2632789 53.3440811),restaurant,Smokin' Bones,Dame Street,Dublin
POINT (-6.2642961 53.3437169),bar,J.T. Pims,George's Street Great South,Dublin
POINT (-6.2634646 53.344077),pub,Mulligan and Haines,Dame Street,
POINT (-6.2795531 53.3241448),cafe,Noshington,Harold's Cross Road,Dublin
POINT (-6.2814582 53.34685),restaurant,PHX Bistro,Ellis Quay,Dublin
POINT (-6.2799447 53.3466694),cafe,Three Young Mugs,Arran Quay,Dublin
POINT (-6.2659879 53.346323),restaurant,Quay 14,Ormond Quay Lower,Dublin
POINT (-6.2654786 53.3463639),restaurant,Panem,Ormond Quay Lower,Dublin
POINT (-6.2662014 53.3252716),cafe,Two Fifty Square,William's Park,Dublin
POINT (-6.3442384 53.3282802),cafe,Cabaña Cafe,Old Naas Road,Dublin
POINT (-6.4434028 53.2809567),restaurant,The Anvil,,
POINT (-6.2664276 53.3437433),cafe,,Palace Street,Dublin
POINT (-6.2684785 53.3408337),restaurant,Brasserie de Verres En Vers,Golden Lane,Dublin
POINT (-6.2654328 53.3351088),pub,Camden Exchange,Camden Street Lower,Dublin
POINT (-6.2617123 53.3470783),cafe,The Sweetest Thing,Bachelors Walk,Dublin
POINT (-6.3774197 53.2963102),cafe,Dcup Deli Cafe,First Ave,
POINT (-6.2632706 53.3487597),cafe,,,Dublin
POINT (-6.2640981 53.3440595),bar,Hely's Bar,Dame Street,
POINT (-6.2640122 53.3477793),cafe,Mes Amis,Upper Abbey Street,Dublin
POINT (-6.3369183 53.3240532),cafe,Farmhouse Café,,
POINT (-6.2634856 53.3351615),nightclub,Everleigh Garden,Harcourt Street,Dublin
POINT (-6.2661394 53.3502781),restaurant,Cafe Cucina,Parnell Street,
POINT (-6.2650425 53.3468128),restaurant,Han Sung,Great Strand Street,Dublin
POINT (-6.2626181 53.3458284),restaurant,The Jazz Cafe,Asdill's Row,Dublin
POINT (-6.614923 53.1331589),pub,Mick Murphy's,,Ballymore Eustace
POINT (-6.4447185 53.280457),restaurant,China Garden,,
POINT (-6.4451585 53.280816),restaurant,Carpe Diem,,
POINT (-6.6286703 53.1850816),pub,Chaser's,,
POINT (-6.629755 53.1851874),restaurant,Food Hall,,
POINT (-6.2701664 53.3173894),cafe,Fia,Rathgar Road,Dublin
POINT (-6.2671118 53.345308),bar,The Liquor Rooms,Wellington Quay,Dublin
POINT (-6.531413 53.1714253),cafe,Brew Twenty One,Main Street,Blessington
POINT (-6.5327397 53.1701292),restaurant,Grangecon,,
POINT (-6.2650751 53.3329909),restaurant,Monto Cafe,Camden Street Upper,Dublin
POINT (-6.2675264 53.3313451),cafe,Mart Lennox St,Lennox Street,
POINT (-6.2627681 53.345301),restaurant,Leo Burdock,Crown Alley,
POINT (-6.2807999 53.34293),cafe,The Dublin Cookie,Thomas Street,Dublin
POINT (-6.2629043 53.3451881),cafe,The Pieman Cafe,Crown Alley,Dublin
POINT (-6.2625399 53.3449807),restaurant,Pho Ta,,
POINT (-6.2958742 53.3147072),cafe,Al's Bakery,Kimmage Road Lower,Dublin
POINT (-6.292546 53.3171617),cafe,Costa Express,Kimmage Road Lower,Dublin
POINT (-6.2633208 53.3425096),cafe,Kaph,Drury Street,Dublin
POINT (-6.2750665 53.3294129),cafe,Southbank Cafe,Grove Road,Dublin
POINT (-6.279472 53.3225868),cafe,Craft,Harold's Cross Road,Dublin
POINT (-6.273491 53.3393873),cafe,Two Pups Coffee,Francis St,Dublin
POINT (-6.2635598 53.3359091),pub,Dicey's Garden,Harcourt Street,
POINT (-6.263857 53.3434413),restaurant,Honest Pizza,"Dame Court, Dublin 2",
POINT (-6.2948494 53.3394499),cafe,Leopold,St. James's Hospital,
POINT (-6.2950398 53.3394146),cafe,Coffee Doc,St. James's Hospital,
POINT (-6.2991831 53.3366306),restaurant,Rose Garden,South Circular Road,Dublin
POINT (-6.3190935 53.3219319),cafe,B&C Coffee Co.,Saint Agnes Road,
POINT (-6.2663042 53.3354811),restaurant,Sova Vegan Butcher,Pleasants Street,
POINT (-6.2629605 53.3450767),bar,Vintage Cocktail Club,,
POINT (-6.280361 53.3507878),cafe,Graze at the Elbowroom,Brunswick Street North,
POINT (-6.2655397 53.3440395),cafe,Umi Falafel,Dame Street,Dublin
POINT (-6.4175111 53.2775608),cafe,Spar,Belfry Avenue,
POINT (-6.3550984 53.2940698),restaurant,Pizza Hut,,
POINT (-6.3699037 53.2882365),restaurant,The Brass Fox,Belgard Square East,
POINT (-6.264169 53.335037),cafe,Happy Food,,
POINT (-6.298968 53.3372206),cafe,Rialto Bridge Cafe,South Circular Road,
POINT (-6.2654409 53.3350284),cafe,Ebb and Flow,Camden Street Lower,Dublin
POINT (-6.2646367 53.3412559),cafe,Oolong Cafe,Stephen Street Lower,
POINT (-6.2658153 53.322322),restaurant,Stella Diner,Rathmines Road Lower,
POINT (-6.2689227 53.3442032),restaurant,Piglet Wine Bar,Cow's Lane,Dublin
POINT (-6.2667312 53.3480104),cafe,The Tram Cafe,Wolfe Tone Square,Dublin
POINT (-6.2739632 53.3372129),cafe,Olive Cafe,Fumbally Lane,Dublin
POINT (-6.2628322 53.3415391),restaurant,Kokoro Bento - The Ramen Bar,William Street South,Dublin
POINT (-6.261402 53.3462788),restaurant,The Hungry Mexican,Aston Quay,
POINT (-6.2685546 53.3485709),cafe,The Coffee Bean,Mary Street,Dublin
POINT (-6.2755989 53.3434825),restaurant,,,
POINT (-6.4010508 53.2788418),pub,An Cosán,Fortunestown Road,
POINT (-6.2632527 53.3431324),cafe,Itsa,,
POINT (-6.263418 53.3445413),restaurant,Ray's,,
POINT (-6.2638973 53.34124),restaurant,The Hairy Lemon,Stephen Street Lower,Dublin
POINT (-6.2789289 53.347013),cafe,Costa,,
POINT (-6.2790392 53.3468366),cafe,Urbanity,Coke Lane,Dublin
POINT (-6.2691299 53.3445614),cafe,The West End,Essex Street West,Dublin
POINT (-6.2638996 53.3448743),restaurant,Rosa Madre,,
POINT (-6.2634484 53.3466252),restaurant,The Woollen Mills Eating House,Ormond Quay Lower,Dublin
POINT (-6.2640342 53.3486284),cafe,Joe's,Liffey Street Upper,Dublin
POINT (-6.259872 53.3435389),cafe,Avoca Café,Suffolk Street,Dublin
POINT (-6.2689383 53.3492429),restaurant,The Hot Bubble,,
POINT (-6.2646784 53.3432925),restaurant,San Lorenzo's,South Great George's Street,Dublin
POINT (-6.2775579 53.3486092),restaurant,Sparks Bistro,Smithfield,
POINT (-6.2630623 53.3473991),restaurant,Fusion Grill,North Lotts,Dublin
POINT (-6.2624196 53.3469212),cafe,The Bakehouse,Bachelors Walk,
POINT (-6.3702798 53.2881468),restaurant,Momo's,,
POINT (-6.3236249 53.2934407),pub,D’Arcy McGee’s,Tallaght Road,Templeogue
POINT (-6.2608029 53.3427983),restaurant,El Bahia,,Dublin
POINT (-6.3029831 53.2983839),restaurant,Reeves,,
POINT (-6.3043133 53.2984542),restaurant,Fifty50,,
POINT (-6.2691185 53.3489146),restaurant,Arisu Sushi & BBQ,Capel Street,
POINT (-6.2612189 53.3491522),cafe,The Art of Coffee,,Dublin
POINT (-6.2629714 53.342566),cafe,Industry & Co,,
POINT (-6.2672527 53.3444428),restaurant,Aperitivo,Parliament Street,Dublin
POINT (-6.2861083 53.3374668),cafe,,Cork Street,Dublin
POINT (-6.2772465 53.3377651),cafe,Phoenix Cafe,,
POINT (-6.2909587 53.3340679),cafe,Insomnia,,
POINT (-6.2650503 53.3451113),restaurant,The Port House Pintxo,Eustace Street,Dublin
POINT (-6.3233038 53.3244082),cafe,Costa,Drimnagh Road,Dublin
POINT (-6.3327284 53.3164631),pub,Cherry Tree Pub and Restaurant,Walkinstown Cross,
POINT (-6.378477 53.1668511),bar,,,
POINT (-6.2747683 53.3431753),restaurant,The Riddler,High Street,
POINT (-6.3712914 53.2865959),cafe,Starbucks,,
POINT (-6.316098 53.3378865),cafe,The Mess Café,St Michael's Estate,
POINT (-6.2621526 53.3480043),bar,Wigwam,Middle Abbey Street,Dublin
POINT (-6.3956666 53.3226108),restaurant,The Happy Pear,,
POINT (-6.2669418 53.3377459),cafe,Starbucks,Kevin Street Lower,
POINT (-6.2610503 53.3401454),cafe,The Rolling Donut,King Street South,Dublin
POINT (-6.2658266 53.3390019),restaurant,Dublin Pizza Company,Aungier Street,
POINT (-6.2658503 53.3389023),restaurant,Bao House,Aungier Street,
POINT (-6.2617613 53.3470747),cafe,Bach 16,Bachelors Walk,Dublin
POINT (-6.2675204 53.3443451),restaurant,Sumaki,Parliament Street,Dublin
POINT (-6.261907 53.342377),cafe,The pepper pot,,Dublin
POINT (-6.2869606 53.3432314),pub,Open Gate Brewery,,
POINT (-6.3569438 53.2914904),cafe,Chill Cafe and Deli,,
POINT (-6.2797011 53.3506414),restaurant,Lavanda,Brunswick Street North,Dublin
POINT (-6.2630923 53.3456424),restaurant,The Quay's Irish Restaurant,Temple Bar Square,Dublin
POINT (-6.2660959 53.3395492),cafe,Starbucks,Aungier Street,
POINT (-6.2619494 53.3460014),cafe,Cocobrew,,
POINT (-6.266468 53.3451448),cafe,Indigo & Cloth - Café,,
POINT (-6.2640363 53.3420522),bar,The Market Bar,Fade Street,Dublin
POINT (-6.2637108 53.3446082),restaurant,Il Vicoletto,Crow Street,
POINT (-6.3120382 53.2420117),cafe,Shaggy Dog Coffee at Cruagh Wood,Cruagh Road,
POINT (-6.267478 53.3441701),restaurant,Beef & Lobster,Parliament Street,Dublin
POINT (-6.2672691 53.3452863),cafe,Dollard & Co.,,
POINT (-6.2672109 53.3452889),restaurant,Dollard & Co.,Wellington Quay,Dublin
POINT (-6.3741097 53.2884826),restaurant,Peachtree,,
POINT (-6.2609607 53.350314),restaurant,Flanagans Restaurant,O'Connell Street Upper,Dublin
POINT (-6.2622452 53.3423066),cafe,Le Petit Parisien,,Dublin
POINT (-6.261527 53.3400452),cafe,Gurman's Tea and Coffee World,King Street South,Dublin
POINT (-6.2658072 53.3223753),bar,Stella Cocktail Club,Rathmines Road Lower,
POINT (-6.2787349 53.3412942),cafe,LEGIT COFFEE CO,Meath Street,
POINT (-6.3750781 53.2863502),restaurant,Aussie Outback,,
POINT (-6.3760973 53.2858729),restaurant,Blazin Grill,,
POINT (-6.2789155 53.3489586),restaurant,Thundercut Alley,,
POINT (-6.2662031 53.3218868),restaurant,Voici Creperie and Wine Bar,Rathgar Road,
POINT (-6.3297035 53.3088041),cafe,Morning Glory Café,Limekiln Lane,
POINT (-6.2644003 53.3454386),restaurant,The Shack Restaurant,Essex Street East,
POINT (-6.2687857 53.3461037),restaurant,Bagots Hutton,Ormond Quay Upper,
POINT (-6.2605189 53.3409501),cafe,Dubray Cafe,Grafton Street,Dublin
POINT (-6.265569 53.3248096),cafe,Alpha Espresso,Rathmines Road Lower,Dublin
POINT (-6.2589218 53.3457121),restaurant,Morelands Grill,Westmoreland Street,Dublin
POINT (-6.3594519 53.2986399),cafe,Cafe Sol,Mayberry Road,
POINT (-6.26573 53.3411033),restaurant,Chewbrew,Aungier Street,
POINT (-6.2661411 53.3414251),bar,The Snug Bar,Stephen Street Upper,
POINT (-6.2602302 53.3465286),cafe,Frank and Honest,Aston Quay,Dublin
POINT (-6.2605775 53.3464639),restaurant,Pablo Picante,Aston Quay,Dublin
POINT (-6.2615136 53.3462652),bar,r.i.o.t.,Aston Quay,
POINT (-6.2621444 53.3439677),cafe,Coffee Angel,Trinity Street,Dublin
POINT (-6.2624046 53.3460681),cafe,Starbucks,Crampton Quay,Dublin
POINT (-6.2635581 53.3468221),restaurant,The Yarn,Liffey Street Lower,Dublin
POINT (-6.2632161 53.3469022),cafe,Boston Donuts,Liffey Street Lower,Dublin
POINT (-6.2632604 53.3470495),cafe,Butler's Chocolate Café,Liffey Street Lower,Dublin
POINT (-6.2636052 53.347521),cafe,Starbucks,Liffey Street Lower,Dublin
